,reaction_name,reaction_count,reaction_users_count,message,user_id,channel
138,heavy_check_mark,1,U03UJKJGRAQ,"I'd like more explanation on the Promo2 column description please

Promo2 is a continuing and consecutive promotion for some stores: 0 = store is not participating, 1 = store is participating.",U03UJN29Y4C,Allchannells
139,1,1,U03V6HMRPGQ,Yes saving a copy on github does the job,U03UJN29Y4C,Allchannells
140,sunglasses,1,U03V6HMRPGQ,<https://github.com/10xac/PythonPackageStructure>,U03UG4Q7V42,Allchannells
141,raised_hands,1,U03UG4Q7V42,"thank you <@U03UJN29Y4C>.
<@U03UG4Q7V42> always ready for help ma maan :fire:",U03V6HMRPGQ,Allchannells
142,1,1,U03UKL27B0R,"okay thank you, that what come to my mind now",U03V6HMRPGQ,Allchannells
143,heavy_check_mark,1,U03V6HMRPGQ,its in the store data set that you find supplementary information about the stores. over one thousand stores,U03U1FNPEUX,Allchannells
144,1,1,U03V6HMRPGQ,For time data forward fill is good I think,U03U1FNPEUX,Allchannells
145,eyes,1,U03UUR571A5,"Yea, that why data type casting is a must.",U03UJGRN5E0,Allchannells
146,1,1,U03UFV7TUTV,"`dvc init`
`git remote add -d remote-name <gdrive://FolderID>`
`git commit -m 'sets dvc remote'`
`dvc add path_to_data`
`git add path_to_data.dvc`
`git commit -m 'data:track'`
`git tag -a 'v1' -m 'raw data'`
`dvc push`",U03UFV7HFNF,Allchannells
147,1,1,U03UFV7HFNF,Thanks,U03UG5VFN03,Allchannells
148,1,1,U03UUMR26Q1,"check the weekly challenge documents, There are guides on how to do a good eda. Task 1",U03U1FNPEUX,Allchannells
149,raised_hands,1,U03UVHCV6KB,"yeah this library was causing errors for me too
i used another way to read data from the dvc instead of using get_url use ( also for <@U03UG4Q7V42>)

```data = dvc.api.read(path=path,repo=repo, rev=rev)
df = pd.read_csv(io.StringIO(data),low_memory=False)
return df```",U03UJGP0C68,Allchannells
150,white_check_mark,2,"U03UVHCV6KB,U03UG1RTXAP","yeah this library was causing errors for me too
i used another way to read data from the dvc instead of using get_url use ( also for <@U03UG4Q7V42>)

```data = dvc.api.read(path=path,repo=repo, rev=rev)
df = pd.read_csv(io.StringIO(data),low_memory=False)
return df```",U03UJGP0C68,Allchannells
151,raised_hands,1,U03UVHCV6KB,yeah i am also going through that route. thanks fish,U03UG4Q7V42,Allchannells
152,raised_hands,1,U03UJGP0C68,It actually worked thanks <@U03UJGP0C68>,U03UVHCV6KB,Allchannells
153,raised_hands,1,U03UG4Q7V42,"creating a virtual environment works, thank you guys",U03UJN29Y4C,Allchannells
154,white_check_mark,1,U03UJGP0C68,"Generally if your data isn't related to the timestamp and have no seasonality or trend, you can handle that with the normal way(mean, median).",U03UKL27B0R,Allchannells
155,raised_hands,1,U03UVHCV6KB,Just do it again in the right one!,U03UJH1EQQL,Allchannells
156,joy,1,U03UVHCV6KB,"hey guys I faced this problem , you could easily
```pip install gdrivefs   ```",U03V6HMRPGQ,Allchannells
157,raised_hands,2,"U03UVHCV6KB,U03UFV7TUTV","<@U03UKL27B0R>, it is a gentle reminder. for sharing resources for handlining missing data in TSA",U03V6HMRPGQ,Allchannells
158,1,1,U03UG1RTXAP,<@U03UUR571A5> but the deliverable for Wednesday is task 1?,U03UUP56MDF,Allchannells
159,laughing,1,U03V6HMRPGQ,you made my day <@U03V6HMRPGQ>!!,U03UVHCV6KB,Allchannells
160,raised_hands,1,U03UVHCV6KB,<@U03UKL27B0R> can we get the notebook for todays tutorial as well?,U03UUP56MDF,Allchannells
161,white_check_mark,1,U03UVHCV6KB,<@U03UKL27B0R> can we get the notebook for todays tutorial as well?,U03UUP56MDF,Allchannells
162,smiling_face_with_tear,1,U03V6HMRPGQ,"Yes kind of, I tried that and this happened.
<https://10academybatch6.slack.com/archives/C0412KS4FGC/p1662466825718689>",U03UVHCV6KB,Allchannells
163,fire,2,"U03V6HMRPGQ,U03UFV7HFNF","Thanks for the reply, what i found out was the files to be tracked with dvc should not already be in the gdrive remote folder.",U03UJN29Y4C,Allchannells
164,raised_hands,1,U03V6HMRPGQ,"my files were already in it, i tried dvc pull and it doesnt work. I sincerely hope they fix it.

PS: dvc pull worked only after pushing first

PSS:  dvc get can get your files from a url in case you dont have your files on your locale machine",U03UJN29Y4C,Allchannells
165,white_check_mark,1,U03UG4Q7V42,"so after get basic knowledge about fill missing data in the time series analysis,
I feel that filling those 2 columns with previous tsa filling methods is logical
`CompetitionOpenSinceMonth`   
`CompetitionOpenSinceYear`
*but what I cannot find it realistic is filling those 3 columns* 
`Promo2SinceWeek`        
`Promo2SinceYear`        
`PromoInterva`           
because they are not existed and filling them will make data bias, because it will get some stores running a promotion 2 (which is promo that multiple stores participate on it, while others dont ).
how that come ? I couldn't understand the purpose of filling them",U03V6HMRPGQ,Allchannells
166,white_check_mark,1,U03V6HMRPGQ,"for my side what I have done was put 0,0,0,0 for the interval and 0 for the other two, reason being all those null values appear in the same row which means no promo ever applied makes more sense, no promo ever applied refers to that 0,0,0,0 means no interval, promo2sinceweek 0, and year too.",U03UUR571A5,Allchannells
167,1,2,"U03V6HMRPGQ,U03UFV7TUTV","I thought of that but how would you represent that as a value for the columns, thats why I have gone with the other approach.",U03UUR571A5,Allchannells
168,white_check_mark,1,U03UG32J3PC,"use this
```content =dvc.api.read(path=path, repo=repo, rev=version)
df = pd.read_csv(io.StringIO(content), sep="","")```",U03UJGRN5E0,Allchannells
169,white_check_mark,1,U03UJGRN5E0,"Yes. 
repo = '../'",U03UG1RTXAP,Allchannells
170,raised_hands,1,U03UAKATQ22,You can use the tag you created with git,U03UG1RTXAP,Allchannells
171,raised_hands,1,U03U1FNPEUX,"I might be a little late but there is this python package called holidays. it generates a dictionary of holidays given a location.
<https://pypi.org/project/holidays/>",U03U1HAG9TR,Allchannells
172,1,1,U03UJKJGRAQ,i'd love a getting started walkthrough on mlflow and cml,U03UJN29Y4C,Allchannells
173,1,1,U03UG5VFN03,No it's been postponed,U03UD68RQH3,Allchannells
174,raised_hands,1,U03UG5VFN03,To 1 p.m. UTC,U03U1HAG9TR,Allchannells
175,raised_hands,5,"U03UG32J3PC,U03UD68RQH3,U03UUR571A5,U03UFV7HFNF,U03V8LHPDME","<!channel>, We will have a session on DVC to clear up things right after heroku's session.",U03UKL27B0R,Allchannells
176,1,2,"U03UUMM7Y8H,U03UHB8CXDY","<!channel>, We will have a session on DVC to clear up things right after heroku's session.",U03UKL27B0R,Allchannells
177,heavy_check_mark,1,U03UJKJGRAQ,"<@U03UJKJGRAQ> , 
I will probably use an example to make it clear.
Suppose you want everyone to access your dashboard every time, but if you shutdown your laptop everything will go off including your application. So if you deploy it on cloud, it is like hiring another service to keep your app and run all the time.",U03U9FWPNCE,Allchannells
178,heavy_check_mark,1,U03UKL27B0R,"If you are using python3.10 the package name is no longer fbprophet, just try pip install prophet",U03UUR571A5,Allchannells
179,raised_hands,1,U03UUR571A5,Thanks,U03UH397319,Allchannells
180,1,1,U03UVHCV6KB,:pray: <@U03UVHCV6KB>,U03UD4FEDHB,Allchannells
181,raised_hands,1,U03UVHCV6KB,"`def split_date(df):`
    `df['Date'] =   <http://pd.to|pd.to>_datetime(df['Date'])`
    `df['Year'] = df.Date.dt.year`
    `df['Month'] = df.Date.dt.month`
    `df['Day'] = df.Date.dt.day`
    `df['WeekOfYear'] = df.Date.dt.isocalendar().week`
    `df[""Day of Week""] = df.Date.dt.dayofweek`
    `df[""Is Weekend""] = df.Date.dt.dayofweek &gt; 4`                            ",U03UG1Z21JP,Allchannells
182,eyes,1,U03UVHCV6KB,Is taking forever to run my model,U03UH397319,Allchannells
183,pray,6,"U03UFV7TUTV,U03U1FNPEUX,U03U9DB7REG,U03UG4Q7V42,U03UJN29Y4C,U03UG1Z21JP","Hello <!channel>
 How are you doing? I missed you, the tutor and the challenge today. I
was flying from Bahir Dar to Addis Ababa then to Bahir Dar today. There
was a critical lab to be done in 4 hours of interval in Addis to be
turned back to Bahir Dar Tibebe Giyon Specialized hospital. Even if it
was so much terrible, I was happy to achieve bringing lab results to my
sister's doctors at Bahir Dar. I am still trying my best to be with you
all buddies:broken_heart:.",U03UUMM7Y8H,Allchannells
184,1,1,U03UUMM7Y8H,fast recovery for her:pray:. You are very determined!,U03U1FNPEUX,Allchannells
185,1,1,U03UFV7TUTV,"Thank you very much <@U03UFV7TUTV>
It works now using tensorflow 2.10. with  protobuf=4.21
Note:
export PROTOCOL_BUFFERS_PYTHON_IMPLEMENTATION=cpp
or check this--&gt;<https://developers.google.com/protocol-buffers/docs/reference/python-generated#sharing-messages>",U03U9EJR362,Allchannells
186,raised_hands,1,U03UVHCV6KB,okay let me try it.,U03UFV7HFNF,Allchannells
187,raised_hands,1,U03UVHCV6KB,Yeah it worked. Thanks,U03UFV7HFNF,Allchannells
188,1,1,U03UFV7TUTV,"I did not do great this week because of my health.. Hopefully, I will be in healthy to face the next week challenge.. 

I've just managed to submit the tasks.

Good weekend to everyone.",U03UH397319,Allchannells
189,pray,4,"U03UFV7TUTV,U03U1FNPEUX,U03U9EJR362,U03UUR571A5","I did not do great this week because of my health.. Hopefully, I will be in healthy to face the next week challenge.. 

I've just managed to submit the tasks.

Good weekend to everyone.",U03UH397319,Allchannells
190,pray,8,"U03UFV7HFNF,U03U1HAG9TR,U03U1GHT39V,U03U1J51VFZ,U03U9EJR362,U03UG0SFHGT,U03U1FNPEUX,U03UFV7TUTV", Welcome to week 4 :rocket:,U03TEPYRM2P,Allchannells
191,raised_hands,1,U03UD68RQH3,"prompt vs the art from mid-journey, impressive, how it maps abstract art.",U03V785NLSU,Allchannells
192,raised_hands,4,"U03UG32J3PC,U03UFV7HFNF,U03UG4Q7V42,U03UUR571A5",generated Using Midjourney:,U03U1GHT39V,Allchannells
193,raised_hands,6,"U03UG4Q7V42,U03UUR571A5,U03UD4FEDHB,U03UFV7TUTV,U03UHB8CXDY,U03U9DB7REG",Group of girls celebrating #ASHENDA on August.,U03UFV7HFNF,Allchannells
194,1,7,"U03UFV7TUTV,U03UFV7HFNF,U03UVHCV6KB,U03UUR571A5,U03UH397319,U03U1FNPEUX,U03U1HAG9TR","Hi everyone <!here> I hope everyone had a great start of week 4. You received an email from <mailto:train@10academy.org|train@10academy.org> on the selection criteria to qualify for week 5 of intensive training. if you read it, fine and thanks! If you haven't, please visit your e-mail and read it carefully. Tomorrow, we will send you a ""what's next after week 4"" email for you to have a clear mind of what's coming up after week 4.",U03T89ACUUW,Allchannells
195,1,4,"U03UFV7TUTV,U03U1FNPEUX,U03U1HAG9TR,U03UG1Z21JP",cheers and good night y'all!,U03T89ACUUW,Allchannells
196,broken_heart,1,U03V6HMRPGQ,I'm in,U03UJN29Y4C,Allchannells
197,broken_heart,1,U03V6HMRPGQ,great I'm in,U03UGB3T3MY,Allchannells
198,heart,1,U03V6HMRPGQ,<@U03V6HMRPGQ> Can we take your idea and duplicate?,U03U93GNNVB,Allchannells
199,raised_hands,3,"U03UG4Q7V42,U03V6HMRPGQ,U03U9DB7REG","Good morning, friends, tonight I have seen my grandpa in my dream, I have generated an old man telling a story to a child. Have a nice day.",U03UGB3T3MY,Allchannells
200,heart,1,U03V6HMRPGQ,"<@U03V6HMRPGQ> Alright, it's fine",U03UJN29Y4C,Allchannells
201,heart,1,U03V6HMRPGQ,<@U03UP7V9Q57> <@U03T89ACUUW> Could you figure out how we can duplicate this?,U03U93GNNVB,Allchannells
202,1,1,U03UP7V9Q57,<@U03UP7V9Q57> <@U03T89ACUUW> Could you figure out how we can duplicate this?,U03U93GNNVB,Allchannells
203,raised_hands,2,"U03UHB8CXDY,U03UFV7TUTV","Join
<https://meet.google.com/ysb-kjdn-hpp>",U03U9EJR362,Allchannells
204,joy,8,"U03UD68RQH3,U03U9EJR362,U03UG4Q7V42,U03V61VGQG0,U03UG0SFHGT,U03U1HAG9TR,U03UFV7TUTV,U03UJKJGRAQ",<@U03UJKJGRAQ> question broke the gmeet ! haha,U03UVHCV6KB,Allchannells
205,raised_hands,1,U03UVHCV6KB,she really was asking great questions,U03UG4Q7V42,Allchannells
206,raised_hands,1,U03UVHCV6KB,Yeah,U03UFV7TUTV,Allchannells
207,1,1,U03UJKJGRAQ,I don't think there's a more detailed naming for what we'll produce. The MLOps pipeline for using LLMs seems right,U03UP7V9Q57,Allchannells
208,raised_hands,2,"U03UJGRN5E0,U03UG1Z21JP","Also just to ask, who is on MacOS here?",U03UP7V9Q57,Allchannells
209,1,1,U03UP7V9Q57,I am,U03UJN29Y4C,Allchannells
210,1,9,"U03UFV7HFNF,U03UJGRN5E0,U03UG32J3PC,U03UD4FEDHB,U03U9EJR362,U03UG4Q7V42,U03U1HAG9TR,U03UVHCV6KB,U03UFV7TUTV","let me know what else is not clear, and I will update it to make it clear",U03UUN8M4RX,Allchannells
211,heavy_check_mark,1,U03UJKJGRAQ,"Just to update this <@U03UJKJGRAQ> , I hope you've seen the update on the challenge document. The response here would change to 'an API'. So we'll target to produce an API that can be used to score documents",U03UP7V9Q57,Allchannells
212,raised_hands,8,"U03UG32J3PC,U03UFV7HFNF,U03U9EJR362,U03UUR571A5,U03U1HAG9TR,U03V6HMRPGQ,U03UD68RQH3,U03UFV7TUTV",Ethiopian James Bond,U03UG4Q7V42,Allchannells
213,rolling_on_the_floor_laughing,1,U03UH397319,Ethiopian James Bond,U03UG4Q7V42,Allchannells
214,skull,2,"U03UG4Q7V42,U03U1HAG9TR","I don't see you there:smile:, you should train it to know Fisseha",U03V785NLSU,Allchannells
215,skull,2,"U03U9DB7REG,U03UD68RQH3",they done gave him a 'Tenefanef':sweat_smile:,U03UG4Q7V42,Allchannells
216,1,2,"U03UFV7TUTV,U03U9EJR362",Lets keep the images coming. And use the <#C03TBUCU4UD|random> channel.,U03U9DB7REG,Allchannells
217,1,2,"U03U9DB7REG,U03UFV7TUTV",,U03UG0YHAUT,Allchannells
218,white_check_mark,1,U03UUR571A5,Alright thanks,U03UJN29Y4C,Allchannells
219,raised_hands,6,"U03UVHCV6KB,U03UD68RQH3,U03V785NLSU,U03U1FNPEUX,U03UG4Q7V42,U03UFV7TUTV","I think you are right....
1. Read and research on prompt engineering and its algorithms
    a. understand transformer algorithm
    b. understand basics of GPT
2. Then, I believe the next step after setting up your repo is EDA on the given datasets and customizing the data to get better performances(results) from the co:here api.
    a. you will be working on creating the best input data out of the given dataset
    b. you consume the co:here API (simply send you prepared data to the api and you receive predictions from the model)
    c. Finally you put all these steps together by creating your own API
    d. your API should have two end-point ( i think they behave more or less the same): one endpoint for the news scoring and the other endpoint for extracting entities from job description
        i. So here is what you will do: your api should accept dataset(in json format possibly) then you transform, clean, feature engineer, the received data through your pipeline then send the prepared data to the co:here API, (notice there are two APIs involving in this project)....then you present the results via UI
Your API accept data-&gt;you transform data through pipeline-&gt;send prepared data to co:here-&gt; receive predictions -&gt; return the results to the user via UI
That is wha I understood from the guidelines....(please, remind me if I miss anything)",U03UJGP0C68,Allchannells
220,white_check_mark,2,"U03UVHCV6KB,U03UJN29Y4C","I think you are right....
1. Read and research on prompt engineering and its algorithms
    a. understand transformer algorithm
    b. understand basics of GPT
2. Then, I believe the next step after setting up your repo is EDA on the given datasets and customizing the data to get better performances(results) from the co:here api.
    a. you will be working on creating the best input data out of the given dataset
    b. you consume the co:here API (simply send you prepared data to the api and you receive predictions from the model)
    c. Finally you put all these steps together by creating your own API
    d. your API should have two end-point ( i think they behave more or less the same): one endpoint for the news scoring and the other endpoint for extracting entities from job description
        i. So here is what you will do: your api should accept dataset(in json format possibly) then you transform, clean, feature engineer, the received data through your pipeline then send the prepared data to the co:here API, (notice there are two APIs involving in this project)....then you present the results via UI
Your API accept data-&gt;you transform data through pipeline-&gt;send prepared data to co:here-&gt; receive predictions -&gt; return the results to the user via UI
That is wha I understood from the guidelines....(please, remind me if I miss anything)",U03UJGP0C68,Allchannells
221,eyes,2,"U03UVHCV6KB,U03UG1Z21JP","I think you are right....
1. Read and research on prompt engineering and its algorithms
    a. understand transformer algorithm
    b. understand basics of GPT
2. Then, I believe the next step after setting up your repo is EDA on the given datasets and customizing the data to get better performances(results) from the co:here api.
    a. you will be working on creating the best input data out of the given dataset
    b. you consume the co:here API (simply send you prepared data to the api and you receive predictions from the model)
    c. Finally you put all these steps together by creating your own API
    d. your API should have two end-point ( i think they behave more or less the same): one endpoint for the news scoring and the other endpoint for extracting entities from job description
        i. So here is what you will do: your api should accept dataset(in json format possibly) then you transform, clean, feature engineer, the received data through your pipeline then send the prepared data to the co:here API, (notice there are two APIs involving in this project)....then you present the results via UI
Your API accept data-&gt;you transform data through pipeline-&gt;send prepared data to co:here-&gt; receive predictions -&gt; return the results to the user via UI
That is wha I understood from the guidelines....(please, remind me if I miss anything)",U03UJGP0C68,Allchannells
222,raised_hands,1,U03UJGP0C68,"<@U03UJGP0C68> <@U03UKL27B0R> Thank you very much. Your replies has given me a clearer view on how to go about the challenge technically. 

This makes getting through less overwhelming :blush:",U03UJN29Y4C,Allchannells
223,raised_hands,1,U03V6HMRPGQ,I think it would be nice if you get API key from co:here or bloom and just do some basic requests on maybe prompt based text extraction and receive some output from the APIs,U03UVHCV6KB,Allchannells
224,white_check_mark,1,U03V6HMRPGQ,"Yes, you need to setup your env to with different endpoints as it has been specified in the challenge document. It would be a plus if you can connect with one of the available api and get data from the LLM model. Please have a look at the rubrics section of the challenge document.",U03UKL27B0R,Allchannells
225,white_check_mark,1,U03V6HMRPGQ,I mean you have to create them,U03UD68RQH3,Allchannells
226,raised_hands,2,"U03UJKJGRAQ,U03UVHCV6KB","first you have to create your folder/file structures
put that in your git repo
then go to settings -&gt; check ""Template this repository""

or you can follow these easy steps <https://docs.github.com/en/repositories/creating-and-managing-repositories/creating-a-template-repository>",U03UJGP0C68,Allchannells
227,white_check_mark,2,"U03V6HMRPGQ,U03UJKJGRAQ",then next time you create a new repository you can use these as template by choosing your template from the dropdown,U03UJGP0C68,Allchannells
228,white_check_mark,1,U03UUR571A5,"alright, thanks",U03UJN29Y4C,Allchannells
229,white_check_mark,1,U03UUR571A5,Thanks you all again. I have used dotenv and it worked fine.,U03UFV7HFNF,Allchannells
230,raised_hands,1,U03UJGP0C68,"Yes, what I did was take few samples from the test and preprocess it the same way I preprocess the training data and create tuned model just to check if it improves while I am requesting generation.",U03UUR571A5,Allchannells
231,white_check_mark,1,U03UJN29Y4C,"This is a great reflection
• *I don’t even know how two steps connects* - best to highlight through asking in slack when you notice that. This is an important realisation and finding a quick way to fill the gap is essential
",U03UUN8M4RX,Allchannells
232,white_check_mark,1,U03UJN29Y4C,"• *I don’t know which stage database population comes in and why it’s needed -* again this is great realisation - I always have to deal with it myself everyday. It is exactly here I know I will grow to the next level - when I find the solution to understand why this is needed. I will read, contextualise, and try to see it from a “Google manager” or “Facebook engineer” point of view to scale the problem and put the stake high ",U03UUN8M4RX,Allchannells
233,white_check_mark,1,U03UJN29Y4C,"• *when I have step by step guide of what needs to be done* - everyone works best that way actually, they just don’t come that way. Only artificial problems (those without value) actually have that nature. The rest, you have to deal with a vague instruction. ",U03UUN8M4RX,Allchannells
234,white_check_mark,1,U03UJN29Y4C,"You have to know, there is little to be done from one’s comfort zone. It is the sweet pleasure of walking in the not so clear path, but finding your way out and adding value that is the most essential",U03UUN8M4RX,Allchannells
235,eyes,1,U03UVHCV6KB,"Of course that said, planning and making strategy around the problem, and getting feedback from others makes life easy and significantly improves the quality and speed of the outcome. You did exactly that in the other thread, so you are in the right track.",U03UUN8M4RX,Allchannells
236,pray,1,U03UJN29Y4C,"Of course that said, planning and making strategy around the problem, and getting feedback from others makes life easy and significantly improves the quality and speed of the outcome. You did exactly that in the other thread, so you are in the right track.",U03UUN8M4RX,Allchannells
237,raised_hands,1,U03UVHCV6KB,"So I was recommended to use python dotenv and I have worked for me.
Here the steps
`pip install python-dotenv`  
create `.env file and WRITE COHERE_SECURE=""PASTE YOUR API KEY HERE"" INSIDE IT` 
ADD `.env file`  in .gitignore
Next put this on notebook
`import os`
`from dotenv import load_dotenv`

`load_dotenv()`

`COHERE_API_KEY = os.getenv('COHERE_API_KEY')`",U03UFV7HFNF,Allchannells
238,raised_hands,1,U03UVHCV6KB,You're welcome.,U03UFV7HFNF,Allchannells
239,white_check_mark,2,"U03V6HMRPGQ,U03UHB8CXDY","In terms of the news I guess using classify is more efficient than embed but since we have very limited sample and since classify has an example input limit, you have to use embed, but before proceeding to that I suggest you try to truncate the description and body with out loosing the context, then try to group the data based on their analytic scores, so like give a class for each score so for example you do first classify below 5 and above 5, then based on that class you do an other classification for the bottom and top classes, since we have very limited data just try to classify it in a way that fits your approach, then split your data and do the classification/embedding.",U03UUR571A5,Allchannells
240,white_check_mark,1,U03UUR571A5,"thank you <@U03UUR571A5>.I will try todo so,thank yo very much",U03V6HMRPGQ,Allchannells
241,raised_hands,1,U03U9EJR362,<https://docs.acquia.com/cloud-platform/manage/ssh/generate/>,U03UG32J3PC,Allchannells
242,raised_hands,1,U03UG32J3PC,Thanks <@U03UG32J3PC>,U03UH397319,Allchannells
243,1,2,"U03UFV7HFNF,U03U1FNPEUX","if you already have git with bash installed on your windows machine I think the easiest way to generate and use SSH key would be:
• Generate a key locally
 `ssh-keygen -t rsa -b 4096 -C ""&lt;email-address&gt;`
-t type of encryption -b 4096 strength of encryption
• list the generated key
`ls | grep &lt;keyname&gt;`
• copy your public key
`cat &lt;keyname.pub&gt;`",U03UD68RQH3,Allchannells
244,raised_hands,1,U03UHB8CXDY,"if you already have git with bash installed on your windows machine I think the easiest way to generate and use SSH key would be:
• Generate a key locally
 `ssh-keygen -t rsa -b 4096 -C ""&lt;email-address&gt;`
-t type of encryption -b 4096 strength of encryption
• list the generated key
`ls | grep &lt;keyname&gt;`
• copy your public key
`cat &lt;keyname.pub&gt;`",U03UD68RQH3,Allchannells
245,white_check_mark,2,"U03UUR571A5,U03UD68RQH3","<@U03UD68RQH3> and <@U03UUR571A5>
I am not sure if that is how we should download them,but you can download the data by selecting drone,date and time.
I tagged you guys because you were asking on Gmeet.",U03UFV7HFNF,Allchannells
246,raised_hands,2,"U03UUR571A5,U03UD68RQH3","<@U03UD68RQH3> and <@U03UUR571A5>
I am not sure if that is how we should download them,but you can download the data by selecting drone,date and time.
I tagged you guys because you were asking on Gmeet.",U03UFV7HFNF,Allchannells
247,raised_hands,1,U03UVHCV6KB,"I don't think there is one, rather u set it urself ",U03UJGP0C68,Allchannells
248,raised_hands,1,U03UVHCV6KB,airflow users  create --role Admin --username admin --email admin --firstname admin --lastname admin --password admin,U03U1FNPEUX,Allchannells
249,white_check_mark,1,U03UVHCV6KB,airflow users  create --role Admin --username admin --email admin --firstname admin --lastname admin --password admin,U03U1FNPEUX,Allchannells
250,raised_hands,1,U03UJGP0C68,<@U03U1FNPEUX> <@U03UJGP0C68> thank you both,U03UVHCV6KB,Allchannells
251,white_check_mark,2,"U03V6HMRPGQ,U03V8LHPDME",I am not sure how to respond to this question but I think the whole point of dockerization is so that we could run them in any environment,U03UVHCV6KB,Allchannells
252,raised_hands,5,"U03UG4Q7V42,U03UG1Z21JP,U03UVHCV6KB,U03UJGP0C68,U03V8LHPDME","here is my summary for important terms and tools for this week, I hope you like it.
it is short and give you point where to start building your intuition
<https://docs.google.com/document/d/17cKpxLGtzwTpRLOr-7XvKjG1e0OpK9EDepq7C246BCg/edit?usp=sharing>",U03V6HMRPGQ,Allchannells
253,raised_hands,1,U03V6HMRPGQ,thank you brother,U03UVHCV6KB,Allchannells
254,eyes,1,U03UVHCV6KB,Check out this guide <https://airflow.apache.org/docs/apache-airflow-providers-postgres/stable/operators/postgres_operator_howto_guide.html>,U03UUR571A5,Allchannells
255,white_check_mark,1,U03UVHCV6KB,Yes in the challenge intro.,U03UUR571A5,Allchannells
256,raised_hands,1,U03UVHCV6KB,Yes in the challenge intro.,U03UUR571A5,Allchannells
257,white_check_mark,1,U03UVHCV6KB,,U03UUR571A5,Allchannells
258,raised_hands,1,U03UVHCV6KB,,U03UUR571A5,Allchannells
259,eyes,1,U03UVHCV6KB,"Yeah what I have done was airflow db init, and then create user",U03UUR571A5,Allchannells
260,eyes,1,U03UVHCV6KB,"you used standalone which runs airflow db init, airflow create, airflow webserver all at once",U03UUR571A5,Allchannells
261,raised_hands,1,U03UVHCV6KB,I think that was why you had the password issue previously.,U03UUR571A5,Allchannells
262,raised_hands,1,U03UUR571A5,"there goes 3hrs I will never get back, all because not reading the challenge doc
Maybe it would even have been simpler to user Postgres to begin with
anyways thank you <@U03UUR571A5>",U03UVHCV6KB,Allchannells
263,white_check_mark,1,U03UUR571A5,<https://stackoverflow.com/questions/5420789/how-to-install-psycopg2-with-pip-on-python>,U03UVHCV6KB,Allchannells
264,raised_hands,1,U03UG4Q7V42,This might help <https://stackoverflow.com/questions/68155641/should-i-run-things-inside-a-docker-container-as-non-root-for-safety>,U03UG32J3PC,Allchannells
265,pray,2,"U03U1FNPEUX,U03UFV7HFNF","Please, could you make the tutorial video available ASAP? Thanks",U03UH397319,Allchannells
266,white_check_mark,1,U03V8LHPDME,I have managed to fix this issue.  The issue for me was for some reason i had installed two docker versions via snap and apt. Try uninstalling docker completely and do a clean installation.,U03UG4Q7V42,Allchannells
267,1,2,"U03UJGP0C68,U03UJH1EQQL","Steps to follow to install docker and setup airflow:
• <https://learn.microsoft.com/en-us/windows/wsl/install|Install> wsl2 for you need it to run docker 
• download <https://apps.microsoft.com/store/detail/ubuntu-20045-lts/9MTTCL66CPXJ|ubuntu> or other Linux distro of your choice
• launch ubuntu and you'll get a Linux terminal where you can install anything you can follow any installation process that u use in Linux OS, it should work
• To install dockerized  Airflow follow <https://10academybatch6.slack.com/archives/C042YEFQFBN/p1663682191700699|this> steps",U03UD68RQH3,Allchannells
268,heart,1,U03V6HMRPGQ,"this is excellent to see, thanks <@U03V6HMRPGQ>",U03U93GNNVB,Allchannells
269,raised_hands,1,U03UG4Q7V42,"it worked after a lot of effort,but do not what happened it just worked.",U03UFV7HFNF,Allchannells
270,raised_hands,1,U03UVHCV6KB,"I managed to solve my issue after manually installing all the dependencies, If anybody faces the same issue follow the below links,
Huge thanks to <@U03UG4Q7V42> and <@U03UVHCV6KB>
<https://askubuntu.com/questions/672408/can-not-install-libpq-dev-in-ubuntu-14-04>
<https://packages.debian.org/buster/postgresql-server-dev-all>
<https://stackoverflow.com/questions/28253681/you-need-to-install-postgresql-server-dev-x-y-for-building-a-server-side-extensi>
<https://stackoverflow.com/questions/17183792/install-libpq-dev-package-error>
<https://stackoverflow.com/questions/47318227/cannot-install-psycopg2-ubuntu>
<https://www.appsloveworld.com/postgresql/100/164/modulenotfounderror-no-module-named-pg>",U03UUR571A5,Allchannells
271,white_check_mark,1,U03UVHCV6KB,"I managed to solve my issue after manually installing all the dependencies, If anybody faces the same issue follow the below links,
Huge thanks to <@U03UG4Q7V42> and <@U03UVHCV6KB>
<https://askubuntu.com/questions/672408/can-not-install-libpq-dev-in-ubuntu-14-04>
<https://packages.debian.org/buster/postgresql-server-dev-all>
<https://stackoverflow.com/questions/28253681/you-need-to-install-postgresql-server-dev-x-y-for-building-a-server-side-extensi>
<https://stackoverflow.com/questions/17183792/install-libpq-dev-package-error>
<https://stackoverflow.com/questions/47318227/cannot-install-psycopg2-ubuntu>
<https://www.appsloveworld.com/postgresql/100/164/modulenotfounderror-no-module-named-pg>",U03UUR571A5,Allchannells
272,eyes,1,U03UG1Z21JP,"I don't really get how our GitHub repo should be structured for this week's challenge.
Any tips? or how should I approach this?",U03UJKJGRAQ,Allchannells
273,heavy_check_mark,1,U03U1FNPEUX,okay let me try and  back to you,U03UG5VFN03,Allchannells
274,wink,1,U03UD68RQH3,Thanks <@U03UD68RQH3>,U03UG0YHAUT,Allchannells
